iteration,variance,skewness,curtosis,entropy,prediction
67,0.66184795,4.150769,1.6262625,-0.7269886,0.4535339
67,2.2047405,8.014942,0.44057262,0.60741127,0.44754952
67,2.0816257,6.7836847,3.1187694,-1.3872997,0.49706075
67,1.6504033,5.524245,4.5782433,-1.1406871,0.47743416
67,1.9425243,0.92247325,0.06930664,-0.6485475,0.52572966
67,2.3860943,9.222278,1.7177398,-1.4798512,0.49147043
67,1.0214254,4.599202,1.0902205,-0.5208068,0.4607493
67,1.4415894,7.104387,3.201019,-0.9262559,0.47084808
67,2.1849802,11.91254,3.5106556,-0.78086907,0.45220357
67,4.269233,12.433776,1.109721,0.8403944,0.45479882
67,2.5640297,2.8705919,0.4781637,1.2289201,0.44640306
68,0.6654639,1.0591018,5.4818068,1.9051208,0.35143206
68,0.8566571,6.7996993,2.1113942,-1.008289,0.4616145
68,3.7229102,10.289945,0.9710382,0.5932653,0.46592668
68,1.8682593,9.916763,-2.1564703,-2.4789917,0.49386284
68,3.0527165,7.3117986,1.7859597,-0.22711805,0.48709002
68,3.6699448,9.806868,-0.39893365,-0.45954445,0.48182377
68,1.2748096,4.9206405,0.4499226,-1.0510964,0.4913586
68,1.5504218,5.0711217,3.0187545,-0.86283946,0.46378145
68,0.41201675,2.9566813,3.6393962,-1.1013391,0.44146836
68,4.3133082,5.3255706,0.27833685,1.8134465,0.4785875
68,4.002181,11.396695,1.2041887,0.069224104,0.4741142
68,0.7597011,8.403526,3.618093,-1.4860972,0.4599725
68,1.7391338,11.025461,2.521943,-2.0523455,0.47651508
68,0.18938476,3.320008,6.0117245,0.3146033,0.3898608
68,0.91648483,3.9828434,3.3040152,0.06103608,0.4222764
68,3.021291,9.588013,3.1522372,0.9708115,0.45941132
69,1.2110364,6.371086,0.7963746,-1.3193572,0.4849384
69,3.34752,11.919854,-0.4921989,0.98981416,0.44960418
69,2.527444,10.94417,-0.42679173,0.28461847,0.45790824
69,1.0858536,8.832677,3.8790407,0.020703286,0.44416413
69,1.4126308,9.153258,2.2829497,-2.1603312,0.48808223
69,3.3421168,11.547962,0.97057325,0.7253402,0.46485007
69,1.2010403,3.4696574,2.2728765,1.3515048,0.40418848
69,2.3270078,7.215434,0.9323603,1.5989411,0.43446228
69,0.54608387,9.842844,2.8144557,-1.1758496,0.4495922
69,1.8406442,9.915872,1.5767837,-0.7837491,0.47709236
69,3.978985,11.94999,-0.7071296,0.34794047,0.46533778
69,1.3613127,9.46165,2.470577,0.22413616,0.44957918
69,1.1471469,5.536575,0.6363916,-0.99174696,0.47986585
69,1.5223463,7.870161,2.3800583,0.38520646,0.44299257
69,3.0321248,6.009516,1.268013,0.40485877,0.46947756
69,1.671018,8.044536,2.6886187,-1.1099125,0.48626015
70,2.7418706,11.454366,0.99200106,-0.19980343,0.48166344
70,1.910597,9.192913,2.7190793,-1.8640516,0.49997836
70,1.4590969,6.815985,1.2292126,-0.64073837,0.4742618
70,0.8313312,10.7628765,1.8232129,-1.1669496,0.45968914
70,1.7248377,5.7894764,0.0061967545,-0.011573896,0.48153725
70,0.9762283,6.871647,2.1765065,0.6531901,0.42624277
70,2.227812,9.553371,3.4909391,1.0145395,0.4579529
70,4.998077,12.114563,3.2423017,1.5525205,0.48409984
70,3.129436,10.1963005,1.5460515,0.078192525,0.48561576
70,2.4312541,11.005451,2.620167,-0.9121104,0.48889175
70,3.5257578,12.541093,3.5539572,0.92006,0.47623798
70,1.2883788,8.763968,2.6215317,-1.321859,0.4807736
70,1.25379,9.5607605,1.7161665,-0.92706835,0.4723578
70,1.2520765,10.456147,3.688474,0.57680666,0.4401453
70,2.4624777,2.7388103,0.32041556,0.2643821,0.48705542
70,2.789424,9.645728,-0.93613875,-0.2099321,0.47481948
71,3.5752776,11.356197,3.3793387,0.7822991,0.49049258
71,0.65666986,6.6323586,2.713373,-0.17829274,0.43912926
71,2.5028844,10.002523,3.7503989,0.08686529,0.48747703
71,1.5120637,3.7411132,5.064529,1.874801,0.3786815
71,0.7360229,4.87017,3.6761658,0.61531544,0.41201058
71,0.57488376,7.3345256,2.1733522,-1.4082769,0.4747073
71,1.5798804,9.924568,2.5185947,-0.46665463,0.47538406
71,1.3779721,10.603658,2.933258,-1.3604927,0.47730324
71,1.6439573,8.030415,2.7587733,-0.87578523,0.49149013
71,2.8157728,9.106441,1.9381552,-0.23574297,0.497828
71,2.1280472,4.900662,-1.3552603,0.59257436,0.5092109
71,1.9373676,8.562817,2.7693577,0.06744635,0.47980502
71,1.3361793,8.493039,1.7194492,1.2199055,0.43059567
71,0.5468619,4.0231805,3.3908167,-0.3024828,0.43317652
71,2.8941047,11.473249,1.8230458,0.45789936,0.4823777
71,0.89902484,2.6186655,-0.016430423,-0.4334481,0.49448532
72,2.1176553,9.4115715,-1.5008909,-0.012266775,0.47237292
72,1.2237792,8.701803,4.2747545,-0.28499207,0.47064644
72,0.26053277,6.0845046,1.4217322,-1.2655722,0.4689169
72,3.1332977,7.9802475,2.5779796,0.3011138,0.49904072
72,2.191065,8.783375,2.6113737,-1.6831936,0.51582
72,2.1501968,5.8638663,-0.8395683,-0.6029065,0.5163092
72,0.8985654,3.974564,5.7407494,-0.024496699,0.4241205
72,3.343625,9.8560505,4.242984,0.43045822,0.50593334
72,1.6277448,9.612565,3.6476927,-1.223713,0.4927641
72,3.1463253,11.529983,-1.0696597,-0.10638253,0.48082718
72,-0.079250306,8.852543,4.372243,0.3669458,0.41783133
72,2.7029464,8.435868,0.54137963,-1.2625566,0.50703496
72,0.79893476,9.716148,3.4612217,-0.46597767,0.46154845
72,2.238267,11.911913,1.7413591,-0.004958776,0.4825754
72,0.9708901,8.5681,3.7223434,0.68763304,0.4392337
72,3.0390065,8.272417,-0.8074898,0.40534678,0.48044235
73,1.0960152,11.285341,3.4792602,-0.9676206,0.47362965
73,2.0274892,9.470183,-2.5828004,-0.19843833,0.4831545
73,0.6698767,2.745455,1.0479231,0.33845222,0.44020438
73,1.7707562,9.680962,-0.8610387,-0.3930165,0.47643027
73,0.6173015,8.857285,3.4066923,-1.0111963,0.47339293
73,2.9173474,7.190386,2.5964806,0.7333827,0.4804669
73,3.6128669,9.868095,2.538756,-0.7587466,0.5243507
73,2.1720192,7.9406633,-1.1530629,-0.8556819,0.4959804
73,4.00652,12.54872,-1.0956161,0.5952705,0.48087728
73,0.1671109,1.6853309,3.7417314,1.6106637,0.37396395
73,2.207173,12.409635,-1.8108433,0.3923958,0.4633739
73,2.682287,11.855995,-1.8171349,1.4548208,0.45095253
73,-0.15918207,2.124925,4.641177,0.72240347,0.3850746
73,2.4895105,5.0801234,0.64703435,1.2149338,0.46734276
73,1.8077765,11.448755,2.4607484,0.741066,0.46932173
73,1.3993986,4.9141407,1.4412661,-1.1098661,0.48879147
74,-0.06480648,2.3165145,3.870254,-1.025893,0.43599173
74,0.8842019,10.775227,0.8419214,-1.6796142,0.48928332
74,1.0646014,9.530851,3.258517,-0.056472342,0.4744349
74,2.3149226,5.816462,3.3408601,0.101466216,0.48079503
74,1.0525004,8.023757,3.3512838,0.42926618,0.45771027
74,2.2736208,8.806849,-0.9459771,-0.019028401,0.4822152
74,-0.46224853,7.475238,1.4986734,-0.21544695,0.44161224
74,0.50139797,6.076228,4.1988206,-0.64415276,0.45608747
74,1.3655844,5.7435384,1.2818505,0.678958,0.45299903
74,4.791668,12.477478,2.061033,1.402788,0.50340146
74,2.5819864,7.0186653,-1.543954,1.2826506,0.48939812
74,1.8469983,3.036652,3.105561,0.7058878,0.4214137
74,1.3225211,7.4560914,3.6665983,-0.45031416,0.48862144
74,1.1648201,3.8609946,3.058031,1.072108,0.4113458
74,2.5321193,11.923238,2.290862,-0.2676868,0.5049352
74,1.4548031,9.148474,-0.2906441,-1.4715463,0.49756926
75,0.016844222,11.469406,1.5740776,1.0680262,0.42630348
75,0.38706204,7.2901754,3.2267466,-1.7565314,0.4893089
75,0.29494482,8.781461,3.2136097,1.5388521,0.41723317
75,-0.0044620764,6.9228077,3.7145844,-0.8044684,0.45635054
75,-0.31007522,5.353062,4.1483483,0.26003012,0.41685292
75,0.3374138,4.993116,3.7737093,0.47786728,0.42159593
75,1.7294774,4.926232,2.974716,1.4213909,0.42447013
75,0.5456431,6.4384494,1.9843209,0.07763271,0.4513895
75,1.5420499,11.033794,-0.7034523,-0.55881387,0.48490018
75,1.832763,9.571076,3.1092432,-1.3617623,0.5150153
75,2.6420038,7.342559,3.2391639,0.21614347,0.5086388
75,1.7184079,7.7895103,3.121945,-1.7773272,0.524542
75,0.6698451,10.470136,2.6620445,0.7836347,0.45345092
75,2.2479963,9.054414,2.75762,-0.47540215,0.5154504
75,0.6871447,5.8272624,3.8206017,0.25842708,0.43471226
75,1.8212322,5.413729,0.5596643,0.14581239,0.48525915
76,1.1608831,8.024898,2.8730412,1.3187842,0.4440682
76,-0.1612915,1.9544823,6.2314277,1.4271632,0.37291637
76,-0.04279083,6.6899877,0.2776163,0.7125826,0.4413714
76,0.55332166,9.907106,-0.073095426,0.0051295846,0.46434572
76,1.2924908,6.3229413,-0.62499857,-0.7806641,0.50175256
76,2.2828329,5.853496,4.874028,1.3219962,0.45265946
76,1.7469438,12.141692,2.293703,0.0069709234,0.49510035
76,-0.21224363,4.6345515,3.328406,-1.1300106,0.45487833
76,2.7567492,6.575434,-0.87041885,0.80480057,0.49995744
76,-0.5768213,11.67949,3.6538522,0.59000474,0.43098906
76,2.0536597,8.676137,2.7067313,1.3340963,0.4742424
76,0.452033,7.8609276,3.2617884,-1.300907,0.49004272
76,1.3962845,11.808482,1.6025474,0.31017336,0.4837905
76,1.4658254,1.6138926,3.5748613,1.6451433,0.38797903
76,1.6733885,7.9614167,2.6254508,1.865573,0.44319037
76,0.06442899,10.480229,-1.3260041,1.8991708,0.43137905
77,1.0692546,10.817518,0.46340317,0.7494388,0.46630216
77,1.4141955,7.1913557,5.3309765,1.5362706,0.44803807
77,2.4265323,5.403179,1.5415382,0.9261228,0.4693107
77,1.1885321,10.370706,-0.3471753,-0.2745094,0.48408782
77,0.4879641,3.745335,5.1532726,1.2478907,0.4014707
77,0.52101886,8.1814165,-1.6532673,-0.36708486,0.47828078
77,0.9569,8.585037,0.45145598,0.19618176,0.47212
77,1.8469651,3.5438812,-0.42221358,-0.34550107,0.51784873
77,-0.10971386,11.368261,1.7889105,0.05180579,0.45755517
77,0.5639452,10.1784935,2.3400364,-0.3552643,0.48247257
77,0.64361334,9.527636,1.1188496,-2.2463017,0.50549084
77,0.39026228,9.203359,2.6388693,-1.4499539,0.49270767
77,0.06225557,9.156019,2.0914457,-0.3404489,0.4650669
77,1.908507,11.156423,1.1740845,0.40377846,0.49727857
77,2.8205736,11.920297,2.1455255,0.6506313,0.5165896
77,0.2635831,11.902923,3.5568724,1.6215973,0.44494945
78,0.8502637,8.09352,2.589575,-0.6438889,0.49964714
78,0.19210362,8.839734,4.4443016,0.07602179,0.47302958
78,0.078596905,11.809768,-1.5151863,-0.3900701,0.47015852
78,0.037274368,8.956522,3.2563436,0.47814852,0.45598692
78,-0.20989712,7.7922044,5.4394403,-0.44432423,0.4660027
78,1.7451919,9.782536,2.8448372,0.26483014,0.5091649
78,2.5359528,12.772499,-3.4969378,1.3224449,0.46215996
78,0.41734463,8.026895,3.5496624,-0.6023429,0.48865134
78,0.8441064,11.095623,2.0583735,-0.4514885,0.4943534
78,1.7983458,10.509943,1.7436166,-0.89945894,0.5214155
78,0.75404686,9.854089,3.036051,0.9515515,0.47245443
78,0.5468917,7.7679853,3.6348994,-0.22859852,0.48239312
78,-0.12836248,5.2607102,4.1308455,0.04196783,0.4369909
78,1.2475564,8.000834,3.968672,-0.41933307,0.50847965
78,2.0422409,8.279855,-1.2934057,-1.7111523,0.51481897
78,1.7942817,7.4783707,2.438232,-1.4425366,0.532201
79,0.7987157,9.47718,3.6289713,0.1926056,0.49636045
79,1.8419086,8.814119,3.8002362,-0.9782747,0.5369694
79,0.35289836,12.754824,0.5875216,1.3852475,0.45695588
79,1.7491735,9.459921,0.6591344,0.24456164,0.49596605
79,1.8263912,9.030785,2.7026105,0.115017325,0.5162192
79,0.23655944,11.682434,2.288975,-0.8347269,0.49076048
79,1.2608404,5.733301,3.314493,0.8950462,0.45093498
79,1.0163188,8.111888,0.40564206,-0.5774868,0.49226922
79,0.7737277,8.970613,1.8098725,-0.9296331,0.50510263
79,-1.4989495,11.818884,3.338898,0.8129919,0.426113
79,0.45888257,12.802858,-0.4215799,1.3797926,0.4551235
79,0.6208398,9.9501915,3.735404,0.5187871,0.48766768
79,0.8189095,10.630436,2.8318846,0.6910784,0.48819914
79,0.42682648,11.815426,3.0123284,1.5219759,0.4663812
79,1.2194692,9.6084385,-0.7257752,-1.137991,0.49899775
79,0.20547974,10.634907,-1.9851283,-0.0024520904,0.46739537
80,-1.0455105,12.225943,2.878818,1.4145575,0.43365777
80,2.2300622,9.895536,-0.84309804,-1.0398248,0.51156086
80,-0.043738842,10.490208,2.4913194,1.154871,0.45798996
80,0.13409248,6.77014,0.14723113,0.85999554,0.45449653
80,1.2405704,8.873283,0.45873308,0.36423492,0.48551917
80,0.39000797,8.112635,2.70267,-1.7756494,0.51131713
80,1.8475114,12.271952,1.6034169,0.8208643,0.5105754
80,0.7558222,11.4918785,-0.3907123,0.8107094,0.4726428
80,0.53001666,7.9372177,3.7479804,0.2659291,0.48427182
80,2.3575938,8.962087,1.8228664,0.27833635,0.5214372
80,1.5364107,9.7662325,3.7440867,0.7410699,0.5141343
80,1.9612125,6.5328298,3.3027225,-0.87401253,0.5351043
80,0.9586486,9.795237,2.0133703,0.8889207,0.48364466
80,1.1162863,3.4135408,2.6373572,1.3589869,0.42052346
80,-0.7183192,10.055583,1.0740614,-1.3419802,0.4774452
80,-0.18083893,10.714956,1.433641,-2.3418407,0.501448
81,0.07478144,11.621113,3.2164671,0.13707112,0.49367735
81,0.71996915,5.301459,3.0308049,-1.3091128,0.5055929
81,1.869199,9.343244,3.088688,0.6550042,0.52168244
81,1.1770605,10.843647,1.7883507,0.80317885,0.5008892
81,0.47213864,4.1392817,4.5704217,0.10117877,0.4479524
81,2.4451966,11.720977,2.4470377,1.5643263,0.5200428
81,3.304602,11.998269,2.5548205,0.6226697,0.54721534
81,1.435453,12.521333,2.183808,1.5513209,0.50233513
81,0.55418074,11.334952,1.7862258,0.2007261,0.4979539
81,0.8708411,11.175277,1.5297015,-0.119663894,0.50741196
81,0.68885803,8.694894,0.18936041,-0.17388637,0.4871905
81,1.7904273,10.682052,-0.5832192,0.9841332,0.48156556
81,0.26097283,9.007166,1.2791188,-1.3914886,0.5052246
81,1.2971336,6.637919,-0.44358575,-0.7854157,0.5016583
81,-0.16124977,6.5575438,1.121077,-1.1316893,0.4847394
81,0.9663499,8.207639,1.9729886,0.36795825,0.4896123
82,3.346442,9.803057,2.1430547,1.1398381,0.53064924
82,0.7276419,12.427906,3.2760077,1.9207038,0.49619833
82,1.0507884,6.8263044,2.6231496,-1.4090012,0.53003585
82,-0.36881426,4.4831276,3.8440406,0.83608335,0.43281752
82,-0.9558779,11.4000435,0.8489098,1.3565507,0.4486093
82,0.47012386,6.7672343,3.8758018,0.2715141,0.48225507
82,-0.1428957,8.502918,4.4250317,-0.3046424,0.49695885
82,-0.34538123,11.991181,3.7232034,0.60346705,0.48811916
82,1.9922211,11.7264805,2.3851037,0.27282873,0.5368797
82,1.7348536,10.596714,1.1959077,0.6673511,0.5126495
82,0.74649173,6.466682,3.2464013,0.28868067,0.47840557
82,-0.0678328,4.850098,4.697907,-0.6348563,0.46918377
82,1.6250292,12.079311,-0.7693524,0.0573321,0.5004273
82,-0.21791993,12.475447,-3.2273695,-0.07081171,0.46766958
82,-0.6311427,7.580403,4.2832417,0.32876274,0.45951697
82,1.503606,11.25047,2.2497275,0.90463275,0.5162739
83,1.2244929,12.199643,3.6330879,0.96978986,0.52584356
83,0.57654744,10.326026,3.2847438,-2.04573,0.53600454
83,0.61683065,7.6698575,3.5270529,0.72715366,0.48989236
83,0.027427217,8.1520605,1.5313748,-1.3246531,0.5045397
83,-2.0649266,12.498517,2.9739556,1.1736835,0.44190028
83,-1.3080782,7.6113763,1.1163036,1.8130113,0.43586993
83,0.20790838,12.6541195,1.4876916,1.1636044,0.49031293
83,1.5982906,7.002779,3.330614,-0.053733278,0.52657944
83,0.74297786,8.667653,2.504802,-0.26948392,0.5158962
83,-0.6974694,2.3995245,5.7712812,1.6872538,0.39523852
83,1.128295,8.848596,-0.12173567,-1.1919566,0.511248
83,2.7259026,10.4530945,0.11128222,1.4147347,0.4964127
83,0.80770195,8.79059,-0.09995845,-0.93329513,0.502541
83,1.0360508,10.703585,-1.0697383,-0.22550122,0.4902661
83,1.2407352,9.956514,0.5883218,0.040814128,0.5075601
83,0.22792022,4.316726,3.4032931,-1.0472339,0.4797313
84,-0.1169568,6.031834,0.6329027,-0.5213339,0.48288184
84,-0.6881936,10.248309,3.0494766,1.0502601,0.47209114
84,-0.63379973,11.966935,1.264091,-0.09678482,0.49010587
84,0.15179291,6.8180747,2.7618234,0.75670785,0.4732891
84,0.86033285,9.212316,1.9779541,0.5115486,0.50501025
84,0.1205196,11.927151,1.5329607,0.0939219,0.50608474
84,-0.4326766,11.504966,3.26207,0.71958935,0.49524146
84,0.6118809,5.753309,3.7661479,0.8334521,0.46497014
84,0.028163472,6.009881,1.9933292,0.35264477,0.47144926
84,-0.00024164417,11.76694,1.5435561,1.2177253,0.4847457
84,0.29399583,8.536455,1.860858,1.8620104,0.46958834
84,0.406721,9.293098,2.2490757,0.1439137,0.5054014
84,0.6618804,11.749106,-0.34600624,0.0065907254,0.5011518
84,-0.10950327,8.676044,-0.08379791,-1.6721792,0.50169593
84,-1.0715836,11.744129,3.0367084,-0.083120294,0.48946685
84,1.3828189,12.696594,0.501017,0.8002828,0.5119867
85,-0.59286183,-3.0858061,4.2108865,1.2400573,0.34092137
85,-0.9630562,7.569224,2.1107695,-1.269248,0.48803467
85,-0.7510487,3.3778777,5.0910926,0.18130192,0.44465825
85,-0.34728536,12.555092,2.945142,1.5931742,0.49352986
85,1.5953896,9.646333,3.85799,-0.5974338,0.55359656
85,0.8285594,4.058726,3.809402,0.5465209,0.4530762
85,0.10090187,10.729644,0.41029593,-1.0972426,0.51272815
85,-0.6129005,10.045177,4.346381,1.1969677,0.4859209
85,-0.26170504,10.877915,0.4455747,-0.39214385,0.49628899
85,1.2747574,8.96833,1.633222,0.22503945,0.5177424
85,-0.77805436,7.2879663,3.5307486,1.1206715,0.4603607
85,0.13443437,10.645258,2.415122,0.12317618,0.5126334
85,1.322337,11.357877,3.0570061,1.0066612,0.5337256
85,0.719528,10.857475,3.5523505,-0.2762816,0.53685385
85,-0.805768,9.349268,3.5641327,0.698254,0.4780773
85,-0.73704225,8.886752,-2.0867236,1.3641847,0.46035722
86,1.1511683,10.06783,3.0250018,0.68160564,0.5358467
86,0.029717524,9.15829,2.2625234,-0.5742181,0.51703805
86,0.75162965,6.9041657,2.0814867,-2.09675,0.5366169
86,1.0517083,9.080646,3.4793074,-1.110327,0.54870373
86,-0.009915865,6.1370254,4.7721705,1.2620337,0.46210313
86,0.14351,3.2545102,3.054228,-0.845598,0.47174785
86,0.34089407,11.328188,1.9109983,0.24604277,0.5204626
86,-2.1850765,12.833347,1.4001919,1.8714012,0.44955364
86,0.52869046,10.145674,0.8431704,1.1367227,0.4903061
86,0.37340456,10.892366,2.7107177,0.41430014,0.5231856
86,1.0170137,3.4985476,3.2566364,0.64916885,0.44709674
86,0.08625499,8.168007,1.8148751,-1.9695224,0.5252871
86,0.20631418,10.067522,2.3254511,-1.4869127,0.5326417
86,0.7178468,7.3788595,3.3008764,1.6500955,0.4799179
86,0.6815032,6.0399265,1.5929917,1.944454,0.4576807
86,0.19793408,6.354139,1.4163352,-1.5287352,0.5102891
87,0.79962194,11.325357,1.3779962,0.6313261,0.52566564
87,0.14316629,5.2609153,1.2586714,0.18207444,0.47752547
87,0.8941832,6.741253,2.7845998,-0.94055164,0.5360316
87,-0.16161732,9.078518,3.1068232,-0.6706488,0.5243501
87,0.9010022,6.7079887,-0.5275398,-1.2591649,0.5054419
87,-0.7678056,7.85101,1.8915104,-1.9782857,0.51158607
87,-0.15247215,11.755216,1.7029836,1.6475012,0.49368602
87,1.2306148,11.870774,2.3615487,1.8131912,0.5286267
87,0.2361961,6.416233,1.47429,0.81148815,0.48066694
87,0.15741003,0.15448856,6.245683,1.2604101,0.39912567
87,0.17900318,12.369711,1.3414751,1.504085,0.50512296
87,0.14010885,7.724127,0.93374074,-0.20243564,0.4982557
87,-0.5841999,2.3253222,5.3623996,1.9617723,0.40323472
87,0.6619924,10.316938,3.4091558,0.65080005,0.535608
87,0.012528261,11.809679,1.5539984,-0.74321604,0.528546
87,-0.014508731,8.744871,2.1323342,0.041675474,0.5060599
88,0.9039917,12.258478,0.21361056,0.26979762,0.5252515
88,0.6208709,9.476651,2.5331213,-0.46568316,0.54097754
88,-0.61353,8.8557625,0.7250386,-0.091541365,0.4934844
88,-0.64840287,12.308651,-0.17255089,-0.005571026,0.5021939
88,0.78380966,9.23637,3.107985,0.15684043,0.5412572
88,0.00653118,3.8978453,5.269824,0.13871449,0.46637163
88,-0.2675926,12.743624,-1.3539275,1.6865885,0.48123646
88,0.04013048,12.432936,0.69619644,0.61302805,0.5172239
88,1.0892501,12.237137,2.2580447,1.2358214,0.54212207
88,-0.6859191,9.952775,2.7286317,0.294108,0.5071485
88,-0.8167748,9.284673,1.9912342,-1.0762602,0.513335
88,1.0708412,9.168845,1.6500059,0.3664948,0.52545947
88,-0.90447646,11.160571,1.7358454,0.39119786,0.49914044
88,0.33873135,10.843159,1.0351936,1.5487319,0.49634913
88,0.44876117,10.955835,-1.8100233,-0.05515607,0.4935301
88,-0.7578952,8.395287,3.4846869,-0.41390035,0.50993484
89,-0.23129009,10.936664,0.22516322,-0.11172759,0.51041424
89,-2.065212,11.3885565,1.2474847,1.0229403,0.47611797
89,-1.1933192,12.353562,1.491709,2.0322518,0.4848023
89,-0.6433365,7.318208,3.8070507,0.16767149,0.4994247
89,0.30246574,11.886371,2.9482648,1.8696228,0.53015786
89,-0.6084237,12.2441635,1.1022164,0.33546045,0.5157035
89,-0.8812949,10.40562,2.36952,-0.08917758,0.5150189
89,1.5285943,10.819017,2.4253426,1.6633689,0.5397165
89,0.29435533,9.23808,-0.40704274,0.31609526,0.49839643
89,0.05178226,9.486972,1.0821624,1.3423086,0.49533153
89,-0.6076669,2.3626192,4.734651,-0.5756327,0.46147686
89,0.052835073,9.346536,-0.96545315,0.21383704,0.4932257
89,-0.22441742,11.963697,0.006929748,0.59868443,0.5049454
89,0.14536579,10.496435,-0.13743962,1.2692817,0.49346262
89,0.06471806,11.87232,-0.24219039,-0.030931553,0.51688355
89,-0.47402796,9.940074,3.1741626,1.324282,0.50523376
90,0.23276044,10.20356,0.6196491,-0.11421657,0.52310514
90,-0.8655769,12.181561,2.0666344,1.4862943,0.5087237
90,-1.0861603,9.5539875,0.7765911,0.40515178,0.49474224
90,-1.184921,11.681831,2.180182,-0.26127982,0.5232509
90,-1.1660575,9.324508,1.8933705,-0.5298862,0.50618505
90,-0.7842479,5.950776,5.041444,1.3239005,0.4720484
90,-0.11446302,5.6705694,2.2433739,-1.5892503,0.51644117
90,-0.08283547,9.776187,1.4254888,0.53687143,0.51109844
90,-0.5470765,12.220283,2.0228984,0.78232664,0.526743
90,0.9738925,9.054673,3.3149717,0.533487,0.54960406
90,0.6133253,11.766709,-1.0353369,0.7107612,0.5037186
90,-1.191967,12.570247,-1.4629468,0.9765528,0.4893614
90,0.24749225,11.869891,0.64883506,1.2013233,0.5155103
90,0.3499252,0.98115057,4.675867,1.3669225,0.41093996
90,-0.67400026,2.2360249,4.906048,-0.7177759,0.46563938
90,-0.15384649,7.701194,4.0686283,-0.22252126,0.532405
91,-1.6389014,8.978057,3.4980934,1.9246318,0.48617628
91,-0.68222886,9.108262,2.5799417,-0.008476264,0.52020264
91,0.020474672,9.617302,2.598068,1.1739366,0.5220082
91,-0.94902533,7.5292826,3.7602856,-1.6810508,0.5325623
91,-1.2038909,12.602917,0.8399876,0.94661385,0.50606364
91,0.20739894,6.685034,4.511154,0.09738105,0.53174555
91,-0.56812733,12.065378,0.12608328,0.5943315,0.51175
91,-0.09597235,4.5209746,3.8779566,-1.4505686,0.5145943
91,0.25754735,5.9720984,1.6961975,1.1567979,0.48809195
91,0.18042585,10.704283,-1.3887608,0.3644011,0.5012255
91,0.19980335,11.424458,-2.6494281,1.7279577,0.47974136
91,1.7655008,10.755805,-1.2457466,0.09638598,0.5092165
91,0.9239899,10.21662,3.7067833,-1.0726266,0.56778353
91,-0.015891094,1.4719017,2.103675,0.7490144,0.42583352
91,-0.6828436,6.9312096,1.3516171,-0.36003858,0.50375724
91,0.35418707,9.075167,-2.5279298,-2.2613206,0.5072637
92,-1.6408169,-1.0400413,6.655628,0.93590534,0.3916757
92,0.52859527,6.0792465,2.4488988,-0.5803919,0.5254918
92,-2.2926447,9.574796,4.4091854,2.0656352,0.4859977
92,-0.46582866,9.610321,0.6807928,-0.10856539,0.51669127
92,-0.013762706,3.9412355,2.3641918,1.0640858,0.4584343
92,1.253392,4.392395,-0.24050586,0.43598714,0.47827116
92,-0.53453505,12.300832,1.4794868,0.44445345,0.5387505
92,-0.3622229,11.936304,0.46819666,-1.0068978,0.5413903
92,0.027943108,11.70858,-1.738288,1.8073201,0.4927239
92,-0.4454885,9.239309,2.3962576,-0.86468214,0.54118615
92,-0.35063553,9.118659,3.16799,-0.95673776,0.5469657
92,-0.92294014,9.604323,2.7024984,0.6806492,0.5164161
92,-0.9545289,11.665519,1.3864621,-1.1891128,0.5394982
92,-1.7591959,9.961915,1.6706887,-0.18276073,0.50538534
92,-1.0398662,8.882252,2.621755,-0.16645612,0.5183378
92,-0.56234753,9.315043,2.8253706,-0.7748085,0.5419203
93,-1.4697738,4.761099,1.7243032,0.5777532,0.47841537
93,-2.5908496,-2.504119,7.8878984,2.2679183,0.35247737
93,-0.25297478,2.841908,3.5859673,0.29099333,0.45924944
93,0.38620627,6.856725,2.5920448,-0.71582836,0.5398933
93,0.7027674,0.43570888,2.2796173,1.3093137,0.3930225
93,-0.90450925,8.37761,2.1566138,1.106222,0.50904083
93,-0.8367608,12.149274,-1.8293905,0.5900313,0.504778
93,-1.374625,10.90866,0.74165857,0.0056005716,0.514277
93,-0.7450893,0.09047684,4.864981,0.34748554,0.41781455
93,-0.6422756,1.2828614,3.257372,0.78513026,0.42324033
93,-1.2643616,5.2851763,4.212617,7.81936e-05,0.49524686
93,-1.5554261,11.465067,2.8085215,0.64009917,0.5315063
93,0.84022146,5.070078,4.0547576,0.400417,0.5058694
93,-0.6449342,3.1086957,3.9578598,-0.6007902,0.47964898
93,-1.757989,12.566962,0.37812424,1.7027086,0.5042539
93,-1.4488174,11.377074,-0.616051,1.0694879,0.5013525
94,0.36663887,11.450925,0.17423,0.78894895,0.5335244
94,0.35920635,8.480489,2.0030766,1.3125569,0.5253972
94,0.29578424,5.827575,2.6835072,-0.34333804,0.52471215
94,-0.40225637,4.7843094,3.7239068,-0.62786096,0.51048416
94,-0.19511819,8.613132,0.8723165,1.4421234,0.51091987
94,0.05161753,8.986584,-0.10785106,-1.9430504,0.5350965
94,0.6408084,3.4652996,2.5738034,-0.63635117,0.4874658
94,-0.097134106,10.593878,1.8193969,1.3083642,0.5347271
94,-0.9328603,10.201001,1.8705751,0.8561339,0.52445084
94,-1.0470016,8.236409,-0.7789802,1.1348171,0.4906149
94,-1.9039024,8.414881,4.614693,1.3109646,0.5068526
94,-1.6415339,8.144934,2.2762198,1.3602281,0.50240445
94,-1.5391278,10.6203985,-1.2978194,1.2434893,0.4965361
